province,month,PM2.5,PM10,SO2,NO2,CO,O3,AQI,AQI_rank
北京市,2015-09,40.99,60.65,6.77,25.85,0.65,65.97,62,二级
北京市,2015-10,51.82,68.64,8.04,33.96,0.72,48.05,78,二级
北京市,2015-11,84.99,105.44,15.53,46.24,1.45,22.44,113,三级
北京市,2015-12,102.13,130.97,19.81,54.08,2.0,23.57,135,三级
台湾省,2015-01,22.61,27.94,7.25,16.95,0.31,55.03,36,一级
台湾省,2015-02,24.92,30.19,6.93,15.82,0.29,62.98,41,一级
台湾省,2015-03,22.28,27.5,6.02,15.15,0.24,72.96,40,一级
台湾省,2015-04,19.03,23.31,5.58,14.84,0.19,69.26,37,一级
台湾省,2015-05,18.52,21.66,5.31,15.43,0.17,61.45,34,一级
台湾省,2015-06,7.85,10.33,4.66,15.68,0.12,40.16,22,一级
台湾省,2015-07,14.36,17.72,5.11,14.42,0.14,53.11,30,一级
台湾省,2015-08,14.48,18.31,4.89,13.57,0.14,50.27,28,一级
台湾省,2015-09,21.08,25.24,6.76,16.07,0.19,73.91,40,一级
台湾省,2015-10,16.19,20.71,6.35,15.15,0.2,68.47,37,一级
台湾省,2015-11,16.95,21.59,6.96,17.22,0.24,58.3,33,一级
台湾省,2015-12,26.34,32.7,8.0,17.63,0.31,52.26,43,一级
吉林省,2015-01,58.07,75.61,27.56,26.73,0.96,40.1,80,二级
吉林省,2015-02,49.31,69.64,19.26,20.45,0.86,55.25,72,二级
吉林省,2015-03,35.67,56.82,13.84,14.92,0.7,68.08,54,二级
吉林省,2015-04,30.32,49.46,8.06,11.43,0.48,77.75,51,二级
吉林省,2015-05,24.2,41.4,6.52,8.76,0.35,79.56,47,一级
吉林省,2015-06,26.87,36.99,6.79,9.82,0.38,85.19,47,一级
吉林省,2015-07,25.64,36.89,6.41,8.44,0.42,81.81,45,一级
吉林省,2015-08,24.21,34.29,6.91,7.46,0.41,68.31,39,一级
吉林省,2015-09,20.17,31.45,7.22,10.78,0.45,59.29,35,一级
吉林省,2015-10,35.73,48.17,9.47,16.0,0.56,54.95,54,二级
吉林省,2015-11,67.18,83.27,15.49,21.11,0.78,45.4,92,二级
吉林省,2015-12,61.33,74.54,26.72,27.06,0.95,36.89,84,二级
四川省,2015-01,40.5,56.59,9.65,12.69,0.68,55.41,58,二级
四川省,2015-02,31.24,44.13,7.65,9.4,0.58,61.08,47,一级
四川省,2015-03,25.64,38.71,8.16,8.92,0.5,70.64,42,一级
四川省,2015-04,22.36,33.68,7.12,7.87,0.42,80.02,42,一级
四川省,2015-05,25.08,36.87,6.88,6.84,0.42,83.7,45,一级
四川省,2015-06,22.15,31.51,6.81,6.35,0.4,72.18,38,一级
四川省,2015-07,24.49,34.56,6.83,6.93,0.38,79.77,43,一级
四川省,2015-08,25.65,35.32,7.68,7.09,0.41,69.61,40,一级
四川省,2015-09,24.06,32.75,8.21,7.34,0.45,64.75,37,一级
四川省,2015-10,25.16,36.41,7.56,9.39,0.44,65.63,39,一级
四川省,2015-11,19.24,28.66,7.25,10.93,0.54,52.87,31,一级
四川省,2015-12,28.13,40.4,7.69,12.63,0.55,52.65,42,一级
天津市,2015-01,90.93,137.67,52.53,61.85,1.95,19.37,123,三级
天津市,2015-02,79.48,133.54,43.47,47.05,1.57,33.94,115,三级
天津市,2015-03,72.31,147.7,31.82,48.39,1.33,41.07,110,三级
天津市,2015-04,68.04,109.21,17.73,33.39,0.94,63.02,96,二级
天津市,2015-05,51.65,85.97,15.55,27.51,0.86,88.27,76,二级
天津市,2015-06,54.62,79.86,14.21,28.68,1.1,92.36,77,二级
天津市,2015-07,49.4,79.62,10.77,21.63,0.86,82.04,72,二级
天津市,2015-08,47.68,81.34,10.86,27.66,0.96,76.98,70,二级
天津市,2015-09,41.96,67.68,13.47,29.74,0.9,53.54,63,二级
天津市,2015-10,56.5,91.34,16.25,41.55,1.02,40.33,86,二级
天津市,2015-11,93.64,124.21,29.78,55.32,1.85,20.99,125,三级
天津市,2015-12,125.71,170.75,35.95,64.37,2.23,13.04,162,四级
宁夏回族自治区,2015-01,54.09,91.3,38.38,25.02,1.04,36.39,80,二级
宁夏回族自治区,2015-02,45.66,88.94,26.3,16.06,0.82,45.26,77,二级
宁夏回族自治区,2015-03,37.93,90.73,21.83,15.18,0.73,50.92,72,二级
宁夏回族自治区,2015-04,32.39,74.35,11.23,12.75,0.65,59.5,62,二级
宁夏回族自治区,2015-05,34.31,63.69,9.16,10.85,0.59,65.48,57,二级
宁夏回族自治区,2015-06,30.18,58.71,9.77,9.72,0.53,73.27,54,二级
宁夏回族自治区,2015-07,27.28,49.69,10.36,11.46,0.56,91.61,51,二级
宁夏回族自治区,2015-08,26.26,48.78,11.24,12.0,0.57,80.65,48,一级
宁夏回族自治区,2015-09,26.03,43.94,11.06,11.4,0.49,67.5,45,一级
宁夏回族自治区,2015-10,32.25,59.52,15.42,17.94,0.53,53.91,54,二级
宁夏回族自治区,2015-11,42.98,69.94,30.64,21.62,0.85,37.31,64,二级
宁夏回族自治区,2015-12,46.82,72.36,37.07,25.38,0.96,40.3,69,二级
安徽省,2015-01,71.07,97.44,23.88,34.51,1.24,36.44,97,二级
安徽省,2015-02,60.28,82.24,19.3,22.81,1.11,44.4,83,二级
安徽省,2015-03,44.75,65.64,16.09,21.78,0.97,45.75,65,二级
安徽省,2015-04,45.35,69.64,15.6,21.25,0.85,55.29,65,二级
安徽省,2015-05,54.79,78.84,15.34,20.65,0.74,64.65,77,二级
安徽省,2015-06,37.39,57.91,13.64,18.01,0.68,63.33,56,二级
安徽省,2015-07,33.28,47.78,11.52,16.07,0.6,53.02,49,一级
安徽省,2015-08,37.01,56.1,12.38,18.54,0.62,56.22,55,二级
安徽省,2015-09,38.61,57.94,13.77,20.74,0.68,60.62,57,二级
安徽省,2015-10,55.85,83.02,17.87,30.68,0.8,56.18,78,二级
安徽省,2015-11,50.13,66.49,17.36,30.37,0.97,33.71,70,二级
安徽省,2015-12,79.12,107.23,22.53,41.33,1.17,30.25,107,三级
山东省,2015-01,97.21,149.13,58.82,51.26,1.67,26.88,130,三级
山东省,2015-02,82.49,134.92,47.89,38.78,1.48,41.7,114,三级
山东省,2015-03,70.24,138.18,38.21,37.94,1.25,54.58,103,三级
山东省,2015-04,59.92,109.99,28.25,30.47,1.03,77.65,87,二级
山东省,2015-05,52.78,99.61,26.26,27.43,0.93,91.26,79,二级
山东省,2015-06,51.01,93.76,22.59,22.4,0.91,103.18,76,二级
山东省,2015-07,46.04,78.83,17.61,21.13,0.88,86.27,67,二级
山东省,2015-08,45.09,76.84,19.51,24.77,0.95,82.63,66,二级
山东省,2015-09,46.59,83.22,23.24,30.55,0.96,76.85,70,二级
山东省,2015-10,73.38,125.85,30.09,42.19,1.17,59.05,103,三级
山东省,2015-11,81.56,114.76,32.45,39.72,1.42,31.97,109,三级
山东省,2015-12,125.6,188.71,52.61,54.24,1.93,22.81,165,四级
山西省,2015-01,65.6,98.55,74.38,34.72,2.27,33.15,90,二级
山西省,2015-02,46.73,78.36,52.3,25.3,1.78,47.41,71,二级
山西省,2015-03,41.54,78.42,32.67,23.35,1.5,55.9,66,二级
山西省,2015-04,34.97,65.33,21.0,18.64,1.15,63.48,58,二级
山西省,2015-05,39.59,66.52,19.67,17.14,0.88,80.9,61,二级
山西省,2015-06,41.01,63.41,17.72,15.05,0.93,87.43,62,二级
山西省,2015-07,45.15,65.52,17.26,15.68,0.92,91.99,64,二级
山西省,2015-08,33.96,54.15,15.23,15.14,0.9,70.43,52,二级
山西省,2015-09,37.04,54.34,18.0,18.37,1.08,60.86,54,二级
山西省,2015-10,38.14,61.98,23.67,26.52,1.21,46.94,58,二级
山西省,2015-11,53.88,76.4,47.17,32.56,1.72,28.93,75,二级
山西省,2015-12,71.9,105.26,61.77,35.37,1.93,29.8,99,二级
广东省,2015-01,51.22,71.98,15.39,30.53,1.13,51.54,71,二级
广东省,2015-02,49.82,65.57,10.49,19.88,0.98,56.11,69,二级
广东省,2015-03,29.69,41.57,9.49,17.73,0.86,45.86,43,一级
广东省,2015-04,31.24,44.66,9.47,16.39,0.74,60.62,46,一级
广东省,2015-05,18.66,27.4,6.92,14.01,0.68,49.07,30,一级
广东省,2015-06,13.78,21.81,5.9,11.45,0.54,46.5,25,一级
广东省,2015-07,22.33,32.02,8.01,11.28,0.65,55.98,34,一级
广东省,2015-08,28.53,40.71,9.28,13.4,0.67,61.7,42,一级
广东省,2015-09,31.63,43.43,9.67,13.31,0.72,66.56,46,一级
广东省,2015-10,38.14,52.71,12.17,17.47,0.76,66.77,55,二级
广东省,2015-11,31.64,46.22,13.16,20.47,0.85,46.86,47,一级
广东省,2015-12,30.76,44.3,13.4,21.85,0.93,37.29,46,一级
广西壮族自治区,2015-01,66.31,87.18,18.08,19.74,1.1,50.32,90,二级
广西壮族自治区,2015-02,63.54,79.45,13.01,15.16,1.08,51.4,87,二级
广西壮族自治区,2015-03,41.0,54.56,11.44,11.15,0.9,48.87,58,二级
广西壮族自治区,2015-04,41.61,59.93,11.65,10.66,0.84,72.33,59,二级
广西壮族自治区,2015-05,29.76,43.0,10.05,7.89,0.76,66.11,45,一级
广西壮族自治区,2015-06,20.2,30.11,7.79,7.1,0.55,56.59,33,一级
广西壮族自治区,2015-07,29.71,41.73,10.75,7.08,0.63,61.97,44,一级
广西壮族自治区,2015-08,31.66,45.79,10.85,8.4,0.63,60.5,47,一级
广西壮族自治区,2015-09,33.21,47.21,12.71,8.33,0.69,57.12,49,一级
广西壮族自治区,2015-10,41.71,59.05,15.67,11.75,0.71,65.14,59,二级
广西壮族自治区,2015-11,30.25,43.15,15.22,12.87,0.84,42.92,45,一级
广西壮族自治区,2015-12,35.34,49.17,16.38,13.82,0.83,41.14,51,二级
新疆维吾尔自治区,2015-01,10.76,16.0,3.77,3.77,0.4,57.38,30,一级
新疆维吾尔自治区,2015-02,10.08,18.72,4.06,2.82,0.32,59.73,31,一级
新疆维吾尔自治区,2015-03,18.78,32.9,2.46,2.11,0.24,67.53,39,一级
新疆维吾尔自治区,2015-04,32.68,41.02,1.61,1.71,0.21,71.15,51,二级
新疆维吾尔自治区,2015-05,31.25,36.3,1.33,1.36,0.19,77.97,55,二级
新疆维吾尔自治区,2015-06,17.49,21.72,1.33,1.37,0.16,84.94,47,一级
新疆维吾尔自治区,2015-07,42.01,47.3,1.31,1.77,0.17,76.58,66,二级
新疆维吾尔自治区,2015-08,46.46,52.73,1.52,1.85,0.2,72.32,66,二级
新疆维吾尔自治区,2015-09,19.08,23.15,1.6,1.63,0.21,71.35,39,一级
新疆维吾尔自治区,2015-10,26.83,33.45,1.65,2.41,0.22,64.62,47,一级
新疆维吾尔自治区,2015-11,12.48,16.44,2.46,3.02,0.31,60.69,32,一级
新疆维吾尔自治区,2015-12,10.78,13.16,2.79,3.64,0.37,58.14,30,一级
江苏省,2015-01,87.82,130.71,30.17,38.95,1.23,35.79,119,三级
江苏省,2015-02,70.63,107.12,21.62,26.75,1.08,50.68,97,二级
江苏省,2015-03,53.32,91.25,19.06,28.43,0.98,60.56,79,二级
江苏省,2015-04,49.64,87.47,20.19,29.34,0.91,77.42,73,二级
江苏省,2015-05,42.96,74.9,17.13,24.54,0.71,84.22,66,二级
江苏省,2015-06,42.45,73.24,15.03,21.62,0.7,91.43,65,二级
江苏省,2015-07,36.86,56.32,12.72,19.0,0.62,75.83,56,二级
江苏省,2015-08,35.23,56.95,14.48,19.39,0.66,81.31,54,二级
江苏省,2015-09,32.24,53.63,14.64,20.19,0.66,85.5,53,二级
江苏省,2015-10,53.59,91.44,20.41,31.45,0.82,76.32,78,二级
江苏省,2015-11,55.93,81.99,19.8,33.02,0.97,44.17,77,二级
江苏省,2015-12,90.53,132.29,27.84,43.69,1.24,32.32,122,三级
江西省,2015-01,54.46,75.49,26.96,29.59,1.13,37.43,75,二级
江西省,2015-02,47.75,64.6,15.89,18.11,1.03,45.64,67,二级
江西省,2015-03,32.03,45.87,14.29,14.26,0.85,46.11,48,一级
江西省,2015-04,35.8,51.77,16.29,13.71,0.73,61.59,52,二级
江西省,2015-05,39.18,53.47,13.74,10.32,0.73,63.17,56,二级
江西省,2015-06,25.11,35.63,12.27,8.52,0.62,54.1,37,一级
江西省,2015-07,28.55,40.53,10.98,8.49,0.66,56.18,42,一级
江西省,2015-08,34.33,50.14,13.37,8.51,0.68,61.9,50,一级
江西省,2015-09,36.68,50.33,14.82,10.19,0.71,65.83,53,二级
江西省,2015-10,39.94,55.78,17.66,15.4,0.72,61.94,57,二级
江西省,2015-11,32.01,43.14,15.35,18.19,0.92,30.85,46,一级
江西省,2015-12,45.2,62.9,18.34,22.74,0.92,32.11,64,二级
河北省,2015-01,78.98,121.05,45.75,43.23,1.75,30.5,107,三级
河北省,2015-02,66.03,106.42,34.58,30.28,1.33,44.35,94,二级
河北省,2015-03,56.55,111.7,26.9,29.79,0.98,57.38,87,二级
河北省,2015-04,48.32,83.39,17.09,23.26,0.71,72.5,72,二级
河北省,2015-05,47.42,77.43,15.07,19.69,0.62,88.14,70,二级
河北省,2015-06,47.13,72.64,13.67,17.59,0.66,94.69,69,二级
河北省,2015-07,50.59,74.89,12.85,16.41,0.69,94.22,71,二级
河北省,2015-08,41.65,65.54,10.83,18.48,0.67,78.4,61,二级
河北省,2015-09,38.78,63.86,14.06,23.64,0.73,65.43,58,二级
河北省,2015-10,43.3,73.87,16.65,31.41,0.8,49.15,66,二级
河北省,2015-11,66.58,95.13,26.63,39.93,1.33,30.29,91,二级
河北省,2015-12,97.14,140.97,36.85,49.54,1.99,27.0,129,三级
河南省,2015-01,103.31,148.63,46.41,47.62,1.69,29.34,137,三级
河南省,2015-02,84.31,132.68,34.76,32.48,1.39,45.94,113,三级
河南省,2015-03,69.97,118.25,26.14,31.41,1.19,52.11,99,二级
河南省,2015-04,57.72,103.38,22.59,26.69,0.98,69.32,84,二级
河南省,2015-05,64.48,106.61,21.47,22.3,0.93,87.24,91,二级
河南省,2015-06,52.22,91.9,18.26,20.26,0.92,83.61,77,二级
河南省,2015-07,49.04,78.17,14.05,18.79,0.87,77.57,70,二级
河南省,2015-08,44.03,73.01,15.1,19.55,0.88,77.36,64,二级
河南省,2015-09,49.31,83.22,18.22,24.57,0.98,70.72,72,二级
河南省,2015-10,61.27,104.0,26.65,37.65,1.14,53.3,88,二级
河南省,2015-11,64.89,92.39,25.64,36.79,1.45,28.22,89,二级
河南省,2015-12,107.84,164.52,38.96,50.63,1.82,27.87,145,三级
浙江省,2015-01,66.91,94.35,22.41,44.67,1.02,38.68,92,二级
浙江省,2015-02,48.71,65.65,11.9,25.44,0.81,52.28,68,二级
浙江省,2015-03,37.89,53.62,12.08,27.95,0.69,56.25,56,二级
浙江省,2015-04,40.12,58.48,13.43,28.03,0.63,69.53,58,二级
浙江省,2015-05,39.67,55.06,11.2,21.73,0.59,78.35,58,二级
浙江省,2015-06,28.93,40.75,9.57,17.81,0.54,64.67,43,一级
浙江省,2015-07,24.82,35.49,8.61,14.95,0.46,63.93,39,一级
浙江省,2015-08,31.07,45.55,10.25,15.78,0.55,69.55,47,一级
浙江省,2015-09,34.9,49.42,11.95,22.36,0.61,75.4,52,二级
浙江省,2015-10,39.11,57.15,13.17,28.23,0.63,66.69,57,二级
浙江省,2015-11,37.01,51.35,12.81,35.0,0.86,33.9,54,二级
浙江省,2015-12,55.74,79.4,16.64,41.85,0.96,31.57,78,二级
海南省,2015-01,34.71,46.22,7.2,9.57,0.52,65.45,51,二级
海南省,2015-02,32.83,42.13,5.13,4.38,0.45,61.91,48,一级
海南省,2015-03,17.43,25.67,2.33,3.74,0.31,59.04,32,一级
海南省,2015-04,18.07,26.85,3.53,5.49,0.36,60.05,33,一级
海南省,2015-05,5.93,9.95,1.23,4.09,0.26,50.64,26,一级
海南省,2015-06,5.04,9.02,1.34,4.12,0.22,43.41,23,一级
海南省,2015-07,13.11,19.81,3.66,5.12,0.29,56.28,30,一级
海南省,2015-08,16.29,24.54,4.08,5.35,0.3,56.57,32,一级
海南省,2015-09,15.68,21.88,3.58,5.14,0.34,59.29,32,一级
海南省,2015-10,30.23,40.26,7.53,7.67,0.44,79.76,48,一级
海南省,2015-11,15.21,24.26,4.61,4.57,0.33,63.58,33,一级
海南省,2015-12,24.36,36.81,9.02,8.3,0.53,61.07,40,一级
海外,2015-01,11.69,14.39,3.59,3.12,0.28,64.01,33,一级
海外,2015-02,12.02,15.19,2.75,2.58,0.27,67.59,35,一级
海外,2015-03,12.59,16.71,2.59,2.82,0.26,75.41,39,一级
海外,2015-04,13.21,17.69,2.28,2.42,0.22,77.37,40,一级
海外,2015-05,12.22,15.01,1.6,1.21,0.18,78.83,43,一级
海外,2015-06,8.18,10.03,1.4,1.02,0.15,82.39,42,一级
海外,2015-07,20.27,22.73,2.02,1.28,0.17,75.25,43,一级
海外,2015-08,18.84,21.42,2.06,1.36,0.19,72.23,42,一级
海外,2015-09,9.29,11.41,2.29,1.28,0.2,77.09,40,一级
海外,2015-10,10.96,13.61,2.99,1.89,0.21,73.94,38,一级
海外,2015-11,8.2,10.36,3.05,2.48,0.24,67.18,35,一级
海外,2015-12,10.38,13.19,4.03,3.23,0.28,61.06,31,一级
湖北省,2015-01,100.26,138.91,26.92,34.08,1.41,36.8,133,三级
湖北省,2015-02,80.52,110.39,18.93,23.14,1.15,46.64,108,三级
湖北省,2015-03,60.0,90.67,16.97,19.62,0.95,54.19,84,二级
湖北省,2015-04,45.08,71.59,14.58,17.05,0.75,67.17,66,二级
湖北省,2015-05,52.95,76.78,12.41,12.85,0.74,78.84,75,二级
湖北省,2015-06,39.01,58.53,10.45,11.11,0.7,70.67,57,二级
湖北省,2015-07,35.52,52.62,9.53,9.7,0.62,73.93,52,二级
湖北省,2015-08,37.72,55.82,10.54,10.03,0.67,75.5,55,二级
湖北省,2015-09,46.77,66.28,12.57,12.65,0.79,80.5,66,二级
湖北省,2015-10,55.09,81.88,15.03,20.04,0.87,68.52,77,二级
湖北省,2015-11,43.05,59.73,14.53,21.02,0.97,32.32,61,二级
湖北省,2015-12,71.11,98.37,18.0,26.81,1.0,33.97,98,二级
湖南省,2015-01,82.56,117.2,30.61,32.8,1.47,36.83,111,三级
湖南省,2015-02,67.91,94.5,18.8,21.98,1.3,44.29,92,二级
湖南省,2015-03,47.12,70.44,17.32,18.17,1.02,43.0,67,二级
湖南省,2015-04,42.24,63.27,16.27,14.85,0.86,62.51,61,二级
湖南省,2015-05,46.33,66.76,15.27,11.64,0.81,64.82,66,二级
湖南省,2015-06,28.14,42.27,12.09,8.67,0.73,57.5,43,一级
湖南省,2015-07,33.08,48.73,13.1,9.67,0.76,63.46,49,一级
湖南省,2015-08,34.09,51.81,12.74,9.73,0.75,67.46,51,二级
湖南省,2015-09,42.55,63.28,13.96,11.24,0.82,71.03,61,二级
湖南省,2015-10,49.06,73.91,17.71,18.31,0.81,66.76,69,二级
湖南省,2015-11,33.68,49.27,15.64,19.57,0.95,31.71,50,一级
湖南省,2015-12,54.23,78.5,18.17,23.39,0.94,34.96,76,二级
甘肃省,2015-01,26.29,43.4,14.25,11.54,0.71,53.22,44,一级
甘肃省,2015-02,23.79,41.34,10.74,7.76,0.6,58.07,43,一级
甘肃省,2015-03,24.96,51.21,8.18,7.06,0.48,66.94,51,二级
甘肃省,2015-04,23.47,40.08,4.35,5.46,0.36,74.55,48,一级
甘肃省,2015-05,25.14,36.21,3.27,4.75,0.3,81.64,46,一级
甘肃省,2015-06,21.61,32.19,4.31,4.68,0.28,87.0,46,一级
甘肃省,2015-07,20.53,28.33,3.77,4.73,0.32,82.25,45,一级
甘肃省,2015-08,25.45,34.62,5.02,4.97,0.34,82.74,46,一级
甘肃省,2015-09,18.69,26.66,5.57,5.16,0.32,70.7,39,一级
甘肃省,2015-10,17.59,27.16,5.41,7.11,0.33,64.81,35,一级
甘肃省,2015-11,17.71,28.17,8.75,9.44,0.52,54.62,32,一级
甘肃省,2015-12,19.2,29.96,11.01,10.75,0.6,54.72,34,一级
福建省,2015-01,42.42,57.74,17.49,24.28,0.99,47.6,60,二级
福建省,2015-02,38.46,49.65,11.9,14.47,0.94,53.89,55,二级
福建省,2015-03,28.32,39.2,10.24,13.07,0.75,55.92,43,一级
福建省,2015-04,29.64,43.03,10.68,14.35,0.7,61.63,44,一级
福建省,2015-05,25.02,36.26,8.51,12.62,0.7,56.79,39,一级
福建省,2015-06,18.23,28.82,8.02,10.67,0.54,47.55,30,一级
福建省,2015-07,19.06,29.04,7.3,10.06,0.51,47.67,31,一级
福建省,2015-08,22.75,34.92,8.98,10.19,0.57,50.61,36,一级
福建省,2015-09,25.8,37.28,9.28,10.7,0.6,59.9,39,一级
福建省,2015-10,26.06,36.44,10.16,13.13,0.59,59.23,40,一级
福建省,2015-11,24.02,34.75,11.18,15.66,0.69,43.52,37,一级
福建省,2015-12,26.18,37.85,12.19,18.73,0.77,38.8,40,一级
西藏自治区,2015-01,2.75,3.26,0.28,0.72,0.15,76.38,39,一级
西藏自治区,2015-02,3.12,3.62,0.35,0.62,0.16,76.75,39,一级
西藏自治区,2015-03,3.97,4.72,0.41,0.5,0.15,87.06,45,一级
西藏自治区,2015-04,6.21,7.07,0.58,0.51,0.17,97.78,51,二级
西藏自治区,2015-05,7.79,8.58,0.61,0.51,0.16,107.29,57,二级
西藏自治区,2015-06,8.79,9.61,0.83,0.56,0.14,91.92,47,一级
西藏自治区,2015-07,9.14,9.76,0.63,0.73,0.12,98.13,51,二级
西藏自治区,2015-08,11.37,12.17,0.86,0.72,0.15,90.3,46,一级
西藏自治区,2015-09,9.43,10.2,0.79,0.67,0.16,90.73,47,一级
西藏自治区,2015-10,4.96,5.52,0.48,0.68,0.14,87.52,45,一级
西藏自治区,2015-11,2.79,3.31,0.26,0.81,0.14,78.88,40,一级
西藏自治区,2015-12,2.87,3.53,0.36,0.72,0.14,74.08,38,一级
贵州省,2015-01,54.95,77.19,24.5,17.82,0.94,43.2,76,二级
贵州省,2015-02,42.89,61.49,18.64,12.76,0.81,50.52,61,二级
贵州省,2015-03,38.02,57.25,16.24,11.15,0.68,57.64,56,二级
贵州省,2015-04,34.13,52.46,13.14,10.43,0.51,69.61,52,二级
贵州省,2015-05,32.3,48.83,11.54,8.45,0.49,68.11,49,一级
贵州省,2015-06,22.12,34.99,9.83,7.47,0.45,58.65,37,一级
贵州省,2015-07,30.36,47.61,10.69,8.88,0.47,68.74,47,一级
贵州省,2015-08,27.15,42.49,10.46,8.93,0.46,60.19,43,一级
贵州省,2015-09,30.58,46.38,12.59,8.9,0.53,55.82,47,一级
贵州省,2015-10,35.76,54.42,14.3,11.13,0.52,58.62,53,二级
贵州省,2015-11,29.0,45.12,16.0,12.3,0.66,40.35,46,一级
贵州省,2015-12,37.22,54.24,21.06,14.56,0.68,40.46,54,二级
辽宁省,2015-01,57.55,84.46,47.97,34.41,1.44,31.15,80,二级
辽宁省,2015-02,56.69,93.19,38.57,27.67,1.3,41.64,84,二级
辽宁省,2015-03,46.43,85.14,26.63,23.3,1.17,54.53,70,二级
辽宁省,2015-04,42.81,74.49,15.45,20.78,1.01,68.7,66,二级
辽宁省,2015-05,32.78,58.78,12.81,16.48,0.63,86.38,55,二级
辽宁省,2015-06,32.1,47.41,10.7,14.1,0.63,88.75,50,一级
辽宁省,2015-07,30.12,45.55,9.02,12.91,0.63,78.14,48,一级
辽宁省,2015-08,29.99,45.83,9.92,12.85,0.72,74.11,47,一级
辽宁省,2015-09,26.7,44.58,12.03,18.65,0.74,63.46,45,一级
辽宁省,2015-10,38.9,59.25,13.88,23.54,0.9,55.1,58,二级
辽宁省,2015-11,77.05,99.01,30.44,30.54,1.29,39.93,103,三级
辽宁省,2015-12,68.43,92.14,43.02,34.77,1.47,29.38,94,二级
重庆市,2015-01,99.47,131.28,25.54,23.81,1.14,34.09,133,三级
重庆市,2015-02,68.57,88.34,18.76,17.68,0.86,42.46,93,二级
重庆市,2015-03,52.13,73.45,18.62,16.16,0.74,53.05,73,二级
重庆市,2015-04,40.73,57.91,15.78,14.77,0.55,63.74,59,二级
重庆市,2015-05,42.1,59.39,14.94,13.37,0.56,66.04,60,二级
重庆市,2015-06,34.25,48.29,13.56,11.6,0.52,62.05,50,一级
