province,month,PM2.5,PM10,SO2,NO2,CO,O3,AQI,AQI_rank
安徽省,2014-11,53.8,73.36,20.92,31.67,1.11,40.31,75,二级
安徽省,2014-12,41.06,65.35,27.24,33.89,1.03,36.53,62,二级
山东省,2014-01,127.8,192.24,78.62,55.96,1.95,25.54,167,四级
山东省,2014-02,87.57,123.62,55.98,37.76,1.48,45.03,119,三级
山东省,2014-03,84.18,150.32,51.5,44.78,1.31,57.92,117,三级
山东省,2014-04,69.87,127.96,38.9,37.39,1.11,71.54,99,二级
山东省,2014-05,59.32,125.95,35.0,31.68,1.0,94.42,91,二级
山东省,2014-06,59.63,93.96,26.54,25.9,1.03,96.35,82,二级
山东省,2014-07,53.71,89.61,23.95,24.23,1.05,95.74,75,二级
山东省,2014-08,55.55,91.58,29.15,27.71,1.15,88.6,77,二级
山东省,2014-09,52.98,87.45,28.9,30.43,1.22,67.5,75,二级
山东省,2014-10,64.95,111.22,33.29,39.14,1.26,58.18,91,二级
山东省,2014-11,91.59,145.01,47.27,51.14,1.57,30.57,124,三级
山东省,2014-12,87.77,149.36,68.2,53.11,1.67,23.47,121,三级
山西省,2014-01,60.66,92.06,52.94,30.72,1.97,31.19,85,二级
山西省,2014-02,76.79,108.04,44.0,25.57,1.73,37.76,105,三级
山西省,2014-03,45.34,85.12,32.57,22.13,1.43,52.77,71,二级
山西省,2014-04,50.89,86.25,23.47,19.87,1.34,61.65,74,二级
山西省,2014-05,50.48,85.92,20.99,18.19,0.87,71.23,73,二级
山西省,2014-06,44.03,66.78,18.8,16.24,0.95,81.45,64,二级
山西省,2014-07,40.85,61.68,19.34,15.57,0.76,84.54,60,二级
山西省,2014-08,40.25,59.54,18.65,16.54,0.86,69.96,59,二级
山西省,2014-09,42.32,63.78,19.76,19.37,1.1,49.9,61,二级
山西省,2014-10,55.89,87.17,29.36,28.33,1.37,40.86,79,二级
山西省,2014-11,61.05,92.02,56.93,30.7,1.69,33.75,85,二级
山西省,2014-12,45.57,74.87,61.13,25.86,1.82,33.14,68,二级
广东省,2014-01,75.56,96.36,19.02,33.69,1.49,62.22,102,三级
广东省,2014-02,39.2,48.63,11.01,19.59,1.3,47.56,57,二级
广东省,2014-03,41.37,55.28,12.68,22.72,1.12,47.5,59,二级
广东省,2014-04,38.36,50.5,11.64,18.08,1.08,62.01,55,二级
广东省,2014-05,24.95,35.64,9.75,16.43,0.95,48.6,38,一级
广东省,2014-06,25.58,37.36,8.58,13.26,0.8,58.77,39,一级
广东省,2014-07,22.72,34.08,8.14,12.23,0.7,54.7,35,一级
广东省,2014-08,23.7,35.3,10.31,12.94,0.67,53.59,36,一级
广东省,2014-09,29.25,41.9,11.35,12.76,0.74,60.21,44,一级
广东省,2014-10,52.22,69.86,15.57,17.85,0.93,89.21,73,二级
广东省,2014-11,44.12,59.54,16.74,22.18,1.03,54.76,62,二级
广东省,2014-12,44.98,65.57,19.37,27.09,1.01,48.51,64,二级
广西壮族自治区,2014-01,87.57,103.31,20.65,19.85,1.05,60.8,117,三级
广西壮族自治区,2014-02,51.35,60.07,12.29,11.84,0.82,54.96,71,二级
广西壮族自治区,2014-03,49.04,61.12,12.66,12.06,0.79,56.33,69,二级
广西壮族自治区,2014-04,40.92,53.19,10.99,9.23,0.67,64.19,58,二级
广西壮族自治区,2014-05,38.3,51.09,10.79,8.36,0.68,68.11,55,二级
广西壮族自治区,2014-06,37.59,48.53,10.52,7.34,0.59,75.47,54,二级
广西壮族自治区,2014-07,24.99,35.34,7.79,7.15,0.46,61.41,38,一级
广西壮族自治区,2014-08,30.16,43.08,10.17,7.7,0.47,63.87,45,一级
广西壮族自治区,2014-09,34.98,47.62,11.81,7.77,0.54,69.06,51,二级
广西壮族自治区,2014-10,58.13,74.22,17.32,10.54,0.66,89.39,80,二级
广西壮族自治区,2014-11,50.72,66.16,19.66,12.63,0.76,54.72,71,二级
广西壮族自治区,2014-12,59.15,79.14,21.9,19.2,0.96,50.6,81,二级
新疆维吾尔自治区,2014-01,8.27,9.81,2.63,2.08,0.25,61.48,32,一级
新疆维吾尔自治区,2014-02,7.38,9.09,2.45,1.93,0.24,58.96,30,一级
新疆维吾尔自治区,2014-03,14.96,18.14,1.96,1.6,0.21,69.06,36,一级
新疆维吾尔自治区,2014-04,52.34,55.58,1.3,1.12,0.18,71.7,76,二级
新疆维吾尔自治区,2014-05,49.83,52.44,1.03,1.01,0.18,87.0,73,二级
新疆维吾尔自治区,2014-06,29.29,30.47,1.26,1.11,0.14,83.14,54,二级
新疆维吾尔自治区,2014-07,36.92,38.03,1.04,1.13,0.18,75.6,60,二级
新疆维吾尔自治区,2014-08,32.24,33.6,1.37,1.26,0.18,75.72,53,二级
新疆维吾尔自治区,2014-09,30.24,32.28,1.3,1.46,0.2,69.58,49,一级
新疆维吾尔自治区,2014-10,12.83,14.92,1.57,1.85,0.21,67.72,37,一级
新疆维吾尔自治区,2014-11,10.06,12.58,2.37,2.24,0.28,61.58,32,一级
新疆维吾尔自治区,2014-12,10.38,15.37,3.89,4.08,0.46,57.59,30,一级
江苏省,2014-01,105.44,147.25,36.9,42.45,1.4,35.93,139,三级
江苏省,2014-02,69.28,88.98,19.72,22.86,1.11,56.03,94,二级
江苏省,2014-03,71.49,113.25,27.38,35.37,1.07,59.75,99,二级
江苏省,2014-04,55.0,85.93,20.37,28.12,0.85,74.15,78,二级
江苏省,2014-05,64.7,122.45,25.19,30.18,0.91,92.67,93,二级
江苏省,2014-06,63.01,90.27,17.33,23.39,0.8,88.28,86,二级
江苏省,2014-07,46.47,70.14,14.88,21.0,0.74,74.38,67,二级
江苏省,2014-08,42.04,62.74,15.72,20.3,0.75,72.22,61,二级
江苏省,2014-09,33.06,52.2,14.86,19.29,0.68,71.57,52,二级
江苏省,2014-10,45.1,76.61,19.0,28.6,0.73,67.11,68,二级
江苏省,2014-11,62.67,96.99,25.88,38.94,1.0,44.45,87,二级
江苏省,2014-12,72.97,119.87,37.68,42.31,1.16,30.09,101,三级
江西省,2014-01,74.29,90.81,22.25,22.72,0.89,44.45,100,二级
江西省,2014-02,40.05,49.0,12.78,12.28,0.69,46.72,57,二级
江西省,2014-03,41.44,53.5,14.13,11.68,0.56,57.52,59,二级
江西省,2014-04,39.26,50.49,13.27,10.7,0.56,66.56,56,二级
江西省,2014-05,44.75,59.35,12.53,9.4,0.48,70.43,63,二级
江西省,2014-06,39.79,51.03,12.16,8.94,0.51,79.61,57,二级
江西省,2014-07,30.44,40.38,10.37,7.92,0.38,72.05,45,一级
江西省,2014-08,39.18,54.15,14.46,9.27,0.51,72.58,56,二级
江西省,2014-09,35.87,49.73,14.74,9.68,0.52,69.58,52,二级
江西省,2014-10,47.11,63.72,18.22,14.69,0.62,76.7,66,二级
江西省,2014-11,53.13,74.43,23.84,23.63,0.87,45.06,74,二级
江西省,2014-12,29.73,44.38,32.59,28.99,0.89,39.63,46,一级
河北省,2014-01,99.14,153.58,60.39,46.78,1.78,28.7,134,三级
河北省,2014-02,114.98,161.28,53.96,41.15,1.71,38.0,149,三级
河北省,2014-03,69.64,121.9,36.18,35.17,1.12,51.82,100,二级
河北省,2014-04,61.71,112.3,23.41,27.31,0.84,68.43,90,二级
河北省,2014-05,51.61,100.21,20.9,22.22,0.71,84.27,77,二级
河北省,2014-06,47.46,72.82,16.26,18.08,0.7,91.67,69,二级
河北省,2014-07,57.57,84.45,16.27,18.39,0.78,93.54,81,二级
河北省,2014-08,47.25,75.19,15.5,18.83,0.76,83.87,69,二级
河北省,2014-09,49.23,76.8,16.34,23.08,0.81,59.36,71,二级
河北省,2014-10,78.61,123.75,23.2,37.58,1.03,42.37,108,三级
河北省,2014-11,72.54,113.93,31.28,41.3,1.29,32.04,101,三级
河北省,2014-12,63.2,100.87,42.72,37.07,1.52,32.47,91,二级
河南省,2014-01,141.38,187.75,53.96,48.93,2.05,31.93,183,四级
河南省,2014-02,107.54,129.78,42.48,31.61,1.73,44.06,142,三级
河南省,2014-03,79.71,128.45,34.88,32.23,1.31,54.09,108,三级
河南省,2014-04,69.67,110.72,25.32,29.66,1.19,63.42,96,二级
河南省,2014-05,59.32,109.39,24.26,23.25,0.91,78.92,86,二级
河南省,2014-06,66.1,93.18,22.51,20.7,0.97,91.03,90,二级
河南省,2014-07,50.19,74.72,18.53,17.89,0.76,85.89,70,二级
河南省,2014-08,53.57,80.26,21.67,21.53,0.86,74.24,74,二级
河南省,2014-09,50.04,76.77,22.31,22.77,1.17,58.16,71,二级
河南省,2014-10,72.89,115.98,29.5,31.53,1.23,50.94,99,二级
河南省,2014-11,83.43,125.92,35.48,39.24,1.51,30.98,114,三级
河南省,2014-12,59.46,105.47,46.71,41.21,1.42,29.13,87,二级
浙江省,2014-01,81.17,100.95,24.49,43.57,1.02,41.36,109,三级
浙江省,2014-02,45.44,52.85,12.66,25.81,0.8,47.34,64,二级
浙江省,2014-03,48.76,67.0,16.97,30.67,0.78,61.5,68,二级
浙江省,2014-04,45.18,62.66,14.06,28.97,0.74,67.86,64,二级
浙江省,2014-05,47.94,72.27,13.27,24.8,0.72,79.17,68,二级
浙江省,2014-06,39.56,53.09,10.38,19.84,0.62,80.29,57,二级
浙江省,2014-07,29.8,43.83,8.85,16.54,0.53,62.07,45,一级
浙江省,2014-08,35.36,49.09,11.21,19.68,0.71,63.53,51,二级
浙江省,2014-09,36.76,50.54,12.07,19.63,0.64,66.98,53,二级
浙江省,2014-10,41.85,62.66,14.92,27.25,0.65,75.9,61,二级
浙江省,2014-11,50.02,70.67,18.11,37.59,0.88,45.66,70,二级
浙江省,2014-12,54.47,86.52,26.89,45.2,0.93,37.2,77,二级
海南省,2014-01,43.4,57.26,7.75,9.5,0.57,75.69,63,二级
海南省,2014-02,21.83,30.37,4.27,6.3,0.47,53.4,36,一级
海南省,2014-03,20.0,29.35,2.94,5.67,0.37,54.65,34,一级
海南省,2014-04,18.24,24.69,2.4,4.34,0.31,51.12,29,一级
海南省,2014-05,10.53,15.77,2.03,4.55,0.27,47.27,26,一级
海南省,2014-06,9.33,13.96,2.39,5.54,0.27,49.09,26,一级
海南省,2014-07,8.87,13.04,2.09,5.37,0.25,42.86,22,一级
海南省,2014-08,7.81,12.24,2.17,5.51,0.25,39.58,21,一级
海南省,2014-09,19.55,27.2,4.63,5.82,0.31,49.91,32,一级
海南省,2014-10,28.7,42.02,6.69,6.75,0.39,80.48,47,一级
海南省,2014-11,23.97,34.18,7.09,7.5,0.42,62.55,39,一级
海南省,2014-12,33.0,46.75,11.33,10.0,0.54,57.18,49,一级
海外,2014-01,11.72,13.45,3.31,2.71,0.29,67.74,35,一级
海外,2014-02,10.18,11.8,2.61,2.24,0.29,67.06,34,一级
海外,2014-03,12.25,14.38,2.35,2.08,0.28,77.97,40,一级
海外,2014-04,16.33,18.56,1.92,1.57,0.25,81.03,43,一级
海外,2014-05,17.46,18.91,1.73,1.09,0.22,86.08,46,一级
海外,2014-06,10.38,11.67,1.73,1.05,0.19,81.72,42,一级
海外,2014-07,11.95,13.12,1.63,1.07,0.22,75.79,39,一级
海外,2014-08,12.11,13.27,2.05,1.16,0.21,77.74,40,一级
海外,2014-09,10.78,12.09,2.17,1.18,0.23,75.93,39,一级
海外,2014-10,9.72,11.51,3.03,1.65,0.23,77.52,40,一级
海外,2014-11,9.47,11.2,3.53,2.31,0.3,67.6,35,一级
海外,2014-12,11.21,13.24,4.24,3.17,0.36,63.35,33,一级
湖北省,2014-01,131.12,168.95,37.96,32.86,1.42,39.24,172,四级
湖北省,2014-02,84.14,101.67,26.75,18.53,1.19,43.31,113,三级
湖北省,2014-03,67.97,97.2,25.67,19.96,0.85,54.58,92,二级
湖北省,2014-04,53.81,76.44,20.74,18.14,0.69,63.4,75,二级
湖北省,2014-05,57.32,84.8,16.31,15.29,0.6,69.91,79,二级
湖北省,2014-06,60.94,81.73,17.48,13.18,0.68,86.44,83,二级
湖北省,2014-07,41.18,59.21,15.13,10.83,0.57,74.76,59,二级
湖北省,2014-08,46.69,66.5,18.04,11.58,0.69,71.05,66,二级
湖北省,2014-09,46.42,69.35,19.87,13.06,0.85,60.15,67,二级
湖北省,2014-10,70.29,100.26,24.52,20.39,0.96,64.04,95,二级
湖北省,2014-11,61.84,87.99,24.31,24.99,1.01,38.92,86,二级
湖北省,2014-12,64.17,99.36,25.25,30.34,1.1,34.71,90,二级
湖南省,2014-01,118.16,144.21,33.19,27.69,1.43,45.67,155,四级
湖南省,2014-02,69.86,82.45,20.82,15.68,1.2,43.07,95,二级
湖南省,2014-03,58.69,76.51,21.23,15.05,0.89,53.39,81,二级
湖南省,2014-04,52.27,68.77,19.13,13.82,0.85,63.39,73,二级
湖南省,2014-05,54.6,74.0,16.83,11.12,0.8,64.38,75,二级
湖南省,2014-06,59.74,74.79,17.53,9.93,0.86,75.1,82,二级
湖南省,2014-07,38.6,50.09,13.39,9.02,0.64,66.35,55,二级
湖南省,2014-08,49.32,64.81,17.7,9.71,0.75,66.23,69,二级
湖南省,2014-09,45.24,60.17,18.21,11.4,0.79,60.73,64,二级
湖南省,2014-10,62.62,82.06,22.95,16.83,0.93,68.02,85,二级
湖南省,2014-11,55.73,76.16,25.61,22.27,0.97,37.79,77,二级
湖南省,2014-12,65.24,99.23,33.2,29.68,1.22,37.6,90,二级
甘肃省,2014-01,23.03,35.03,10.45,6.81,0.55,56.4,38,一级
甘肃省,2014-02,29.9,42.57,10.35,6.07,0.55,54.14,47,一级
甘肃省,2014-03,25.42,42.08,7.38,5.27,0.46,68.02,45,一级
甘肃省,2014-04,36.15,47.26,6.55,4.29,0.32,77.84,55,二级
甘肃省,2014-05,36.53,44.33,3.7,3.64,0.26,88.84,58,二级
甘肃省,2014-06,30.35,36.31,5.4,3.03,0.3,83.85,50,一级
甘肃省,2014-07,23.56,29.13,5.21,3.5,0.29,81.95,46,一级
甘肃省,2014-08,30.2,36.17,7.16,3.49,0.32,80.75,49,一级
甘肃省,2014-09,28.77,35.89,6.84,3.79,0.33,70.89,43,一级
甘肃省,2014-10,19.93,26.18,6.14,4.52,0.32,67.55,37,一级
甘肃省,2014-11,22.6,30.46,8.13,8.03,0.54,57.41,36,一级
甘肃省,2014-12,24.92,41.33,12.55,10.57,0.71,53.58,43,一级
福建省,2014-01,47.52,59.93,16.39,23.15,0.61,56.6,66,二级
福建省,2014-02,26.94,35.39,10.16,13.64,0.56,56.3,40,一级
福建省,2014-03,34.39,47.37,11.66,15.34,0.77,66.45,51,二级
福建省,2014-04,34.59,46.23,10.9,11.86,0.74,72.81,50,一级
福建省,2014-05,33.25,43.01,9.39,10.05,0.53,70.59,49,一级
福建省,2014-06,25.55,33.37,8.24,8.45,0.36,70.92,40,一级
福建省,2014-07,20.73,29.3,7.39,7.81,0.32,60.98,34,一级
福建省,2014-08,34.44,45.56,10.32,9.33,0.39,75.21,50,一级
福建省,2014-09,29.21,38.47,9.47,8.1,0.36,74.39,45,一级
福建省,2014-10,29.68,39.1,11.18,9.84,0.44,83.63,48,一级
福建省,2014-11,33.56,45.77,14.58,17.34,0.95,52.03,49,一级
福建省,2014-12,34.46,49.3,17.63,19.88,0.82,48.17,51,二级
西藏自治区,2014-01,2.43,2.87,0.29,0.53,0.13,78.62,40,一级
西藏自治区,2014-02,3.13,3.72,0.39,0.47,0.12,77.1,40,一级
西藏自治区,2014-03,4.67,5.26,0.45,0.44,0.13,88.07,45,一级
西藏自治区,2014-04,5.81,6.44,0.46,0.41,0.14,101.5,53,二级
西藏自治区,2014-05,8.69,9.25,0.63,0.43,0.14,109.06,59,二级
西藏自治区,2014-06,9.61,10.12,0.75,0.5,0.14,94.27,49,一级
西藏自治区,2014-07,10.08,10.57,0.73,0.61,0.12,97.69,51,二级
西藏自治区,2014-08,10.54,11.06,0.85,0.64,0.14,95.52,50,一级
西藏自治区,2014-09,7.15,7.58,0.67,0.57,0.13,97.72,51,二级
西藏自治区,2014-10,4.16,4.53,0.43,0.56,0.13,91.11,47,一级
西藏自治区,2014-11,2.25,2.58,0.17,0.9,0.12,78.76,40,一级
西藏自治区,2014-12,2.53,3.18,0.28,1.09,0.13,73.36,38,一级
贵州省,2014-01,81.53,96.97,34.86,16.98,0.91,50.69,109,三级
贵州省,2014-02,57.95,67.33,21.3,10.78,0.7,53.03,80,二级
贵州省,2014-03,51.33,66.42,20.33,10.73,0.63,63.22,71,二级
贵州省,2014-04,46.54,60.1,16.15,8.97,0.5,68.36,65,二级
贵州省,2014-05,47.01,60.22,14.46,9.22,0.47,70.05,66,二级
贵州省,2014-06,47.06,58.16,12.9,8.02,0.49,72.83,66,二级
贵州省,2014-07,31.64,42.8,9.91,8.19,0.38,65.48,46,一级
贵州省,2014-08,39.02,51.13,11.7,8.19,0.41,67.3,56,二级
贵州省,2014-09,36.25,46.57,11.88,8.15,0.45,64.42,52,二级
贵州省,2014-10,51.01,64.82,16.29,9.97,0.5,66.93,71,二级
贵州省,2014-11,42.24,57.88,21.06,12.45,0.58,41.85,60,二级
贵州省,2014-12,58.58,83.04,28.6,19.2,1.0,43.33,81,二级
辽宁省,2014-01,56.21,82.6,47.34,30.3,1.37,31.51,80,二级
辽宁省,2014-02,63.31,94.39,42.82,27.41,1.46,43.9,89,二级
辽宁省,2014-03,47.65,76.99,28.93,22.98,1.17,55.75,70,二级
辽宁省,2014-04,44.6,78.49,17.25,22.04,0.9,69.3,68,二级
辽宁省,2014-05,35.19,58.51,13.13,19.14,0.75,77.33,55,二级
辽宁省,2014-06,36.1,50.99,11.33,15.23,0.72,82.41,54,二级
辽宁省,2014-07,42.55,59.15,12.2,13.87,0.86,87.89,62,二级
辽宁省,2014-08,36.1,54.5,12.64,14.88,0.83,80.08,55,二级
辽宁省,2014-09,28.1,46.8,12.57,19.02,0.78,60.35,46,一级
辽宁省,2014-10,57.49,87.56,19.06,27.36,1.07,55.48,81,二级
辽宁省,2014-11,60.56,96.51,37.63,34.46,1.44,35.17,86,二级
辽宁省,2014-12,44.23,69.1,41.47,29.85,1.4,32.19,66,二级
重庆市,2014-01,96.03,119.63,33.32,17.97,1.03,42.49,128,三级
重庆市,2014-02,72.0,87.41,23.84,12.34,0.84,48.06,97,二级
重庆市,2014-03,56.16,72.09,23.98,12.02,0.69,60.36,77,二级
重庆市,2014-04,49.27,61.82,19.94,10.71,0.61,62.77,69,二级
重庆市,2014-05,50.88,64.41,16.04,10.34,0.52,69.78,71,二级
重庆市,2014-06,52.24,63.1,18.95,9.49,0.58,77.73,73,二级
