province,month,PM2.5,PM10,SO2,NO2,CO,O3,AQI,AQI_rank
台湾省,2018-08,19.99,22.89,6.59,16.84,0.16,60.23,34,一级
台湾省,2018-09,14.33,18.05,5.58,14.59,0.15,59.91,32,一级
台湾省,2018-10,18.0,22.25,6.93,14.11,0.23,76.05,40,一级
台湾省,2018-11,18.56,23.53,7.36,17.87,0.24,60.6,36,一级
台湾省,2018-12,18.9,24.76,7.1,17.18,0.27,55.34,34,一级
吉林省,2018-01,33.91,43.88,13.52,18.39,0.73,44.49,49,一级
吉林省,2018-02,32.6,43.02,12.09,14.52,0.67,55.34,48,一级
吉林省,2018-03,37.0,51.25,10.48,13.7,0.63,77.65,56,二级
吉林省,2018-04,25.28,44.26,6.74,9.2,0.42,83.85,49,一级
吉林省,2018-05,23.12,37.16,5.93,7.99,0.36,82.28,45,一级
吉林省,2018-06,22.62,33.15,7.2,8.3,0.39,91.8,48,一级
吉林省,2018-07,19.39,28.44,5.99,7.18,0.36,69.91,36,一级
吉林省,2018-08,14.99,23.18,4.8,6.43,0.36,63.55,33,一级
吉林省,2018-09,13.09,20.52,5.58,7.81,0.36,56.55,30,一级
吉林省,2018-10,16.85,27.73,7.06,11.88,0.43,48.34,31,一级
吉林省,2018-11,25.55,39.57,9.9,15.48,0.55,40.86,41,一级
吉林省,2018-12,27.49,38.92,10.14,14.2,0.55,40.24,43,一级
四川省,2018-01,30.69,44.7,6.82,14.03,0.58,61.12,47,一级
四川省,2018-02,29.4,43.11,5.96,10.14,0.5,67.76,48,一级
四川省,2018-03,24.83,37.22,6.55,10.13,0.45,80.95,43,一级
四川省,2018-04,22.86,36.59,5.74,8.87,0.37,93.18,49,一级
四川省,2018-05,23.59,35.22,5.41,7.28,0.33,86.21,45,一级
四川省,2018-06,21.25,30.55,6.61,6.79,0.36,79.96,41,一级
四川省,2018-07,19.86,27.92,6.39,6.16,0.34,74.7,38,一级
四川省,2018-08,27.55,38.32,7.58,6.26,0.39,80.52,43,一级
四川省,2018-09,20.71,28.73,7.08,6.28,0.36,68.49,35,一级
四川省,2018-10,19.22,27.29,5.76,8.29,0.36,63.26,34,一级
四川省,2018-11,20.3,28.31,5.23,9.81,0.38,60.65,34,一级
四川省,2018-12,26.4,36.97,6.65,10.58,0.46,56.89,41,一级
天津市,2018-01,47.67,78.87,15.72,49.86,1.19,28.75,76,二级
天津市,2018-02,58.75,88.25,16.13,38.46,1.1,46.21,87,二级
天津市,2018-03,77.34,121.83,15.87,54.14,1.13,56.45,113,三级
天津市,2018-04,51.13,109.38,12.2,38.62,0.83,82.26,88,二级
天津市,2018-05,46.17,95.35,11.75,35.93,0.82,94.7,78,二级
天津市,2018-06,42.54,75.24,10.01,28.98,0.84,133.31,81,二级
天津市,2018-07,39.35,57.53,7.43,23.51,0.84,95.39,60,二级
天津市,2018-08,30.62,53.11,8.47,27.88,0.92,95.58,58,二级
天津市,2018-09,30.32,53.34,9.85,33.06,0.69,61.73,53,二级
天津市,2018-10,43.33,69.98,11.35,47.15,0.82,41.65,72,二级
天津市,2018-11,78.62,117.87,15.11,59.47,1.22,19.99,111,三级
天津市,2018-12,58.36,100.67,18.17,49.87,1.07,19.71,91,二级
宁夏回族自治区,2018-01,38.67,73.72,20.89,20.52,0.74,49.78,66,二级
宁夏回族自治区,2018-02,29.59,65.45,18.3,16.99,0.64,58.01,57,二级
宁夏回族自治区,2018-03,40.39,110.6,15.55,19.0,0.55,65.33,82,二级
宁夏回族自治区,2018-04,40.34,103.85,10.01,15.04,0.37,74.53,78,二级
宁夏回族自治区,2018-05,39.36,85.85,9.29,12.01,0.33,86.17,69,二级
宁夏回族自治区,2018-06,29.0,51.0,9.91,11.59,0.38,100.32,57,二级
宁夏回族自治区,2018-07,25.9,45.4,9.18,7.92,0.41,90.43,51,二级
宁夏回族自治区,2018-08,26.9,45.44,9.89,8.99,0.48,87.53,48,一级
宁夏回族自治区,2018-09,23.04,39.43,9.83,12.64,0.38,65.05,42,一级
宁夏回族自治区,2018-10,27.51,48.01,11.62,17.29,0.44,57.18,47,一级
宁夏回族自治区,2018-11,35.89,80.22,14.93,23.94,0.59,44.61,65,二级
宁夏回族自治区,2018-12,33.37,72.78,17.33,21.06,0.66,40.9,61,二级
安徽省,2018-01,81.81,104.73,13.69,39.8,0.98,46.4,111,三级
安徽省,2018-02,61.32,91.62,12.39,29.91,0.8,56.15,86,二级
安徽省,2018-03,48.01,71.65,10.74,27.03,0.71,69.64,68,二级
安徽省,2018-04,44.68,88.89,10.65,24.21,0.64,85.89,73,二级
安徽省,2018-05,37.89,64.91,9.12,19.12,0.62,88.72,60,二级
安徽省,2018-06,32.89,54.59,8.85,16.33,0.57,110.41,62,二级
安徽省,2018-07,22.32,39.02,7.09,14.8,0.47,76.2,43,一级
安徽省,2018-08,24.95,43.03,8.09,15.38,0.57,84.3,46,一级
安徽省,2018-09,27.65,49.64,8.93,19.15,0.58,76.07,48,一级
安徽省,2018-10,40.48,68.89,10.8,28.61,0.58,72.76,63,二级
安徽省,2018-11,58.26,83.36,9.98,33.68,0.78,45.5,80,二级
安徽省,2018-12,66.98,93.16,13.35,37.61,0.84,31.23,93,二级
山东省,2018-01,81.17,127.63,23.55,46.69,1.34,34.06,113,三级
山东省,2018-02,60.69,104.67,20.47,31.11,1.08,55.76,89,二级
山东省,2018-03,55.65,97.74,16.12,31.58,0.89,76.77,81,二级
山东省,2018-04,44.5,109.17,14.96,27.4,0.73,94.26,82,二级
山东省,2018-05,39.63,83.84,13.0,24.42,0.69,103.14,69,二级
山东省,2018-06,34.61,70.43,10.82,18.71,0.61,130.64,77,二级
山东省,2018-07,27.1,49.33,8.12,15.87,0.54,89.13,52,二级
山东省,2018-08,26.19,49.26,8.66,16.62,0.62,91.76,51,二级
山东省,2018-09,27.74,58.68,10.45,27.08,0.63,77.63,55,二级
山东省,2018-10,39.63,83.47,13.51,39.1,0.67,61.91,68,二级
山东省,2018-11,72.41,130.84,13.95,43.65,0.95,39.4,103,三级
山东省,2018-12,70.11,121.17,21.09,45.33,1.04,26.67,101,三级
山西省,2018-01,65.62,102.76,43.77,36.62,1.46,37.8,91,二级
山西省,2018-02,53.32,90.48,40.38,26.14,1.16,54.08,80,二级
山西省,2018-03,58.24,107.06,23.07,29.57,1.05,66.7,86,二级
山西省,2018-04,42.49,97.21,14.76,22.93,0.71,78.15,75,二级
山西省,2018-05,43.24,82.94,13.75,21.62,0.68,95.22,69,二级
山西省,2018-06,35.91,63.92,13.51,20.03,0.7,111.66,67,二级
山西省,2018-07,39.67,58.74,10.36,14.43,0.79,106.94,63,二级
山西省,2018-08,39.48,61.95,10.34,15.52,0.8,102.01,60,二级
山西省,2018-09,25.69,45.81,9.54,19.12,0.63,62.42,46,一级
山西省,2018-10,33.35,61.78,13.47,29.22,0.68,54.36,57,二级
山西省,2018-11,55.59,100.67,23.79,39.3,1.07,35.17,81,二级
山西省,2018-12,52.26,98.71,34.48,36.86,1.09,30.57,80,二级
广东省,2018-01,44.82,61.05,11.34,29.4,0.92,49.26,64,二级
广东省,2018-02,41.96,55.4,9.19,17.48,0.74,63.01,59,二级
广东省,2018-03,32.41,46.45,8.19,19.27,0.67,70.07,49,一级
广东省,2018-04,32.97,52.32,8.23,18.0,0.63,66.85,51,二级
广东省,2018-05,21.44,33.52,6.99,13.79,0.53,64.25,36,一级
广东省,2018-06,19.69,30.97,6.87,12.71,0.57,63.41,34,一级
广东省,2018-07,15.45,25.13,5.3,12.8,0.5,51.71,28,一级
广东省,2018-08,21.04,34.12,7.49,14.01,0.64,61.51,36,一级
广东省,2018-09,21.74,34.35,8.04,12.63,0.54,60.94,36,一级
广东省,2018-10,31.44,47.77,11.75,17.71,0.65,74.38,49,一级
广东省,2018-11,31.93,47.34,11.31,21.33,0.71,51.8,49,一级
广东省,2018-12,33.36,47.68,12.35,22.2,0.77,35.77,50,一级
广西壮族自治区,2018-01,52.63,71.6,13.78,18.7,0.98,46.4,73,二级
广西壮族自治区,2018-02,54.0,72.4,11.71,13.54,0.83,60.68,75,二级
广西壮族自治区,2018-03,38.9,55.27,9.75,12.92,0.73,64.76,56,二级
广西壮族自治区,2018-04,36.68,59.5,9.48,10.54,0.7,67.02,56,二级
广西壮族自治区,2018-05,23.71,36.31,7.9,7.81,0.59,63.33,38,一级
广西壮族自治区,2018-06,22.79,35.64,8.06,7.16,0.63,64.25,37,一级
广西壮族自治区,2018-07,18.1,28.41,6.2,7.73,0.49,53.49,30,一级
广西壮族自治区,2018-08,25.99,40.51,9.32,7.69,0.6,62.02,41,一级
广西壮族自治区,2018-09,25.81,39.35,9.82,7.52,0.55,60.07,41,一级
广西壮族自治区,2018-10,32.55,50.05,13.33,10.62,0.64,64.62,50,一级
广西壮族自治区,2018-11,34.9,53.48,13.26,13.92,0.71,48.25,53,二级
广西壮族自治区,2018-12,37.14,51.97,13.57,13.88,0.78,36.75,55,二级
新疆维吾尔自治区,2018-01,10.12,17.48,2.76,3.45,0.33,58.02,30,一级
新疆维吾尔自治区,2018-02,9.26,16.36,2.45,2.98,0.31,60.9,31,一级
新疆维吾尔自治区,2018-03,15.06,24.0,1.63,2.05,0.23,67.62,36,一级
新疆维吾尔自治区,2018-04,50.53,57.96,1.18,1.44,0.17,73.58,72,二级
新疆维吾尔自治区,2018-05,53.71,59.91,1.05,1.36,0.16,82.61,76,二级
新疆维吾尔自治区,2018-06,32.3,35.92,1.09,1.39,0.15,80.85,57,二级
新疆维吾尔自治区,2018-07,34.53,37.83,1.27,1.49,0.15,76.02,57,二级
新疆维吾尔自治区,2018-08,30.3,34.2,1.25,1.58,0.15,73.29,49,一级
新疆维吾尔自治区,2018-09,46.65,51.46,1.45,1.78,0.17,70.51,66,二级
新疆维吾尔自治区,2018-10,28.39,33.21,1.71,2.35,0.19,69.56,50,一级
新疆维吾尔自治区,2018-11,11.26,17.26,2.0,2.6,0.25,62.47,32,一级
新疆维吾尔自治区,2018-12,11.59,20.25,2.02,2.86,0.28,57.29,32,一级
江苏省,2018-01,83.89,113.51,15.19,43.52,1.08,42.99,115,三级
江苏省,2018-02,58.28,91.18,13.06,31.64,0.86,57.37,84,二级
江苏省,2018-03,54.07,82.06,12.04,35.51,0.78,69.2,76,二级
江苏省,2018-04,50.67,102.48,13.12,33.95,0.7,86.87,82,二级
江苏省,2018-05,41.43,71.98,10.31,25.8,0.66,93.22,64,二级
江苏省,2018-06,35.14,59.05,9.86,20.33,0.57,111.01,64,二级
江苏省,2018-07,22.87,40.36,7.73,16.94,0.48,73.19,42,一级
江苏省,2018-08,21.02,36.93,7.07,14.69,0.49,78.92,41,一级
江苏省,2018-09,26.3,44.69,8.55,20.74,0.56,81.59,47,一级
江苏省,2018-10,37.05,64.04,10.96,29.93,0.56,73.34,59,二级
江苏省,2018-11,58.44,85.37,10.6,35.82,0.78,51.11,81,二级
江苏省,2018-12,57.93,88.61,13.52,37.75,0.8,34.18,83,二级
江西省,2018-01,51.19,70.4,15.66,25.37,0.98,37.88,71,二级
江西省,2018-02,48.55,69.6,12.03,16.96,0.84,55.42,68,二级
江西省,2018-03,35.53,53.5,11.46,16.59,0.75,59.61,52,二级
江西省,2018-04,36.1,61.45,11.57,13.62,0.71,71.14,57,二级
江西省,2018-05,29.32,45.42,10.47,9.74,0.69,78.07,47,一级
江西省,2018-06,24.69,37.49,8.6,8.34,0.62,75.21,42,一级
江西省,2018-07,18.58,30.54,7.27,8.29,0.57,60.99,33,一级
江西省,2018-08,23.96,39.51,9.37,7.65,0.67,76.82,42,一级
江西省,2018-09,23.44,39.17,10.25,8.89,0.58,74.25,42,一级
江西省,2018-10,31.57,50.58,13.35,15.08,0.64,72.75,52,二级
江西省,2018-11,30.89,47.68,12.65,17.78,0.73,41.5,47,一级
江西省,2018-12,42.42,58.69,14.23,21.45,0.86,30.27,61,二级
河北省,2018-01,49.34,77.04,16.65,33.77,1.04,38.8,71,二级
河北省,2018-02,50.15,78.5,16.4,24.74,0.94,54.59,74,二级
河北省,2018-03,59.55,99.3,14.2,31.04,0.88,64.8,86,二级
河北省,2018-04,40.57,83.76,11.76,22.83,0.6,83.21,68,二级
河北省,2018-05,43.96,79.18,11.19,20.23,0.57,96.86,69,二级
河北省,2018-06,35.82,62.65,10.52,17.88,0.58,121.69,71,二级
河北省,2018-07,37.77,56.15,8.99,15.02,0.61,103.53,61,二级
河北省,2018-08,30.97,49.78,8.29,15.66,0.59,94.14,52,二级
河北省,2018-09,27.05,46.52,9.21,21.06,0.53,65.19,46,一级
河北省,2018-10,35.58,61.15,10.42,30.52,0.6,52.47,57,二级
河北省,2018-11,59.28,99.57,13.71,38.87,0.9,32.44,86,二级
河北省,2018-12,49.79,85.15,16.71,34.26,0.88,30.37,74,二级
河南省,2018-01,95.57,134.22,17.65,42.19,1.31,41.57,129,三级
河南省,2018-02,75.07,122.43,17.1,30.78,1.1,56.12,107,三级
河南省,2018-03,64.64,103.2,13.28,29.26,0.94,71.3,91,二级
河南省,2018-04,46.21,115.51,12.86,24.85,0.78,83.39,84,二级
河南省,2018-05,42.73,84.71,11.45,21.02,0.74,97.88,70,二级
河南省,2018-06,35.11,65.34,10.25,18.53,0.7,125.76,73,二级
河南省,2018-07,29.33,50.81,7.38,15.37,0.67,93.43,53,二级
河南省,2018-08,33.57,58.41,9.06,16.36,0.79,105.01,59,二级
河南省,2018-09,29.83,58.57,10.53,23.78,0.71,74.21,55,二级
河南省,2018-10,45.93,84.78,13.86,35.99,0.7,67.36,71,二级
河南省,2018-11,80.05,124.25,12.96,38.68,0.99,39.01,108,三级
河南省,2018-12,91.83,139.41,19.25,43.16,1.11,23.91,125,三级
浙江省,2018-01,44.68,63.87,11.12,35.78,0.8,38.49,65,二级
浙江省,2018-02,42.39,61.19,10.08,21.4,0.7,58.82,61,二级
浙江省,2018-03,30.88,46.85,8.26,24.02,0.59,63.22,48,一级
浙江省,2018-04,34.1,59.96,8.65,22.86,0.57,77.54,56,二级
浙江省,2018-05,29.03,45.94,7.57,17.66,0.58,78.55,48,一级
浙江省,2018-06,23.94,36.25,6.57,15.24,0.48,77.72,42,一级
浙江省,2018-07,17.13,28.49,5.67,11.55,0.4,56.89,32,一级
浙江省,2018-08,19.11,31.4,6.26,11.88,0.48,66.83,35,一级
浙江省,2018-09,21.13,34.91,7.13,16.25,0.51,67.17,38,一级
浙江省,2018-10,28.08,45.21,9.3,24.78,0.56,68.73,47,一级
浙江省,2018-11,28.89,45.5,8.26,29.33,0.63,40.8,45,一级
浙江省,2018-12,38.56,56.94,10.47,33.0,0.74,28.86,57,二级
海南省,2018-01,19.92,31.46,4.95,6.5,0.43,61.31,37,一级
海南省,2018-02,30.36,40.74,6.16,5.82,0.44,65.24,46,一级
海南省,2018-03,17.01,25.16,3.28,4.14,0.33,68.55,36,一级
海南省,2018-04,18.27,28.46,3.1,4.45,0.33,59.13,34,一级
海南省,2018-05,8.82,12.17,1.42,4.65,0.23,44.13,23,一级
海南省,2018-06,10.79,16.64,2.84,4.71,0.3,55.43,29,一级
海南省,2018-07,6.73,10.4,1.82,3.92,0.28,47.91,25,一级
海南省,2018-08,11.18,17.1,3.6,4.78,0.28,52.26,27,一级
海南省,2018-09,17.31,25.11,5.11,4.57,0.3,59.26,32,一级
海南省,2018-10,25.28,35.92,7.13,4.68,0.4,89.03,48,一级
海南省,2018-11,20.04,30.61,6.39,5.71,0.39,65.63,36,一级
海南省,2018-12,21.91,35.0,8.67,8.09,0.48,53.36,39,一级
海外,2018-01,8.86,11.29,2.89,2.85,0.25,64.79,33,一级
海外,2018-02,10.34,13.06,2.82,2.41,0.25,68.41,35,一级
海外,2018-03,10.79,14.08,2.2,2.3,0.23,76.61,39,一级
海外,2018-04,15.16,19.52,1.94,2.05,0.22,81.15,44,一级
海外,2018-05,12.71,15.05,1.55,1.1,0.16,83.26,44,一级
海外,2018-06,9.73,11.65,1.78,1.17,0.16,81.53,42,一级
海外,2018-07,9.5,11.18,1.71,1.21,0.16,75.59,39,一级
海外,2018-08,12.17,14.18,2.08,1.33,0.17,75.76,39,一级
海外,2018-09,17.84,20.35,2.41,1.36,0.18,73.69,42,一级
海外,2018-10,12.45,15.43,3.35,1.9,0.2,74.68,38,一级
海外,2018-11,8.32,11.19,3.4,2.45,0.22,68.2,35,一级
海外,2018-12,8.15,10.9,3.34,2.68,0.23,63.41,33,一级
湖北省,2018-01,72.23,92.03,12.49,28.06,1.1,44.65,98,二级
湖北省,2018-02,62.44,91.1,12.31,22.35,0.95,54.58,86,二级
湖北省,2018-03,44.19,64.71,11.2,19.51,0.81,64.46,63,二级
湖北省,2018-04,38.61,74.95,9.96,15.64,0.66,76.23,64,二级
湖北省,2018-05,34.04,57.55,8.53,12.65,0.61,79.73,54,二级
湖北省,2018-06,30.26,47.74,8.75,11.05,0.6,94.81,52,二级
湖北省,2018-07,23.12,36.25,6.72,9.9,0.55,74.44,40,一级
湖北省,2018-08,27.67,44.18,8.07,9.51,0.63,90.3,48,一级
湖北省,2018-09,26.4,44.38,9.54,13.36,0.62,74.01,45,一级
湖北省,2018-10,33.6,54.43,11.12,18.97,0.59,69.73,53,二级
湖北省,2018-11,48.25,72.32,12.33,24.14,0.8,43.78,68,二级
湖北省,2018-12,70.15,98.42,16.25,27.17,0.91,31.67,97,二级
湖南省,2018-01,59.08,82.34,12.86,23.53,1.07,40.76,81,二级
湖南省,2018-02,59.71,91.32,12.4,20.05,0.98,54.13,83,二级
湖南省,2018-03,36.62,57.6,11.01,17.37,0.81,55.91,55,二级
湖南省,2018-04,34.73,66.05,10.8,13.64,0.74,67.04,58,二级
湖南省,2018-05,29.03,50.7,9.21,9.5,0.73,71.65,48,一级
湖南省,2018-06,24.55,40.68,9.06,8.94,0.7,74.17,43,一级
湖南省,2018-07,19.59,33.0,8.09,8.89,0.66,60.85,34,一级
湖南省,2018-08,24.88,42.02,9.1,8.82,0.76,73.6,43,一级
湖南省,2018-09,25.69,42.22,9.6,10.49,0.7,67.64,43,一级
湖南省,2018-10,33.07,53.51,11.51,16.29,0.7,67.23,52,二级
湖南省,2018-11,35.91,54.72,10.04,19.55,0.84,42.07,52,二级
湖南省,2018-12,58.41,81.1,13.69,22.85,0.97,31.56,82,二级
甘肃省,2018-01,22.25,40.53,8.19,9.67,0.49,54.76,42,一级
甘肃省,2018-02,16.77,32.87,5.83,7.48,0.41,61.95,37,一级
甘肃省,2018-03,24.22,54.31,5.22,7.33,0.33,70.01,50,一级
甘肃省,2018-04,27.97,49.53,3.5,5.67,0.23,77.73,51,二级
甘肃省,2018-05,32.33,48.62,3.44,4.58,0.21,85.55,53,二级
甘肃省,2018-06,28.48,38.65,4.79,4.65,0.24,87.92,49,一级
甘肃省,2018-07,21.48,29.58,4.69,4.22,0.23,82.52,43,一级
甘肃省,2018-08,25.05,35.13,5.92,4.06,0.27,81.49,43,一级
甘肃省,2018-09,20.79,27.78,4.73,4.64,0.23,72.2,38,一级
甘肃省,2018-10,26.36,37.14,5.33,6.57,0.27,68.15,48,一级
甘肃省,2018-11,17.17,32.43,5.38,8.56,0.36,58.61,36,一级
甘肃省,2018-12,19.99,36.78,6.76,9.11,0.41,53.21,37,一级
福建省,2018-01,28.64,41.3,10.83,19.47,0.66,49.45,43,一级
福建省,2018-02,32.9,45.41,10.03,12.63,0.6,63.68,50,一级
福建省,2018-03,26.85,38.62,8.35,14.42,0.56,68.54,43,一级
福建省,2018-04,30.88,48.86,8.56,13.11,0.56,74.32,50,一级
福建省,2018-05,23.56,37.19,8.01,10.11,0.52,75.52,41,一级
福建省,2018-06,18.6,29.48,7.03,9.16,0.47,69.48,36,一级
福建省,2018-07,15.2,25.79,5.97,8.91,0.44,52.71,28,一级
福建省,2018-08,19.54,31.8,7.22,9.05,0.51,63.91,35,一级
福建省,2018-09,16.65,27.12,7.17,8.52,0.42,61.93,34,一级
福建省,2018-10,24.16,35.98,9.94,11.75,0.5,76.59,43,一级
福建省,2018-11,20.65,31.83,9.47,14.0,0.53,49.1,34,一级
福建省,2018-12,25.34,38.1,10.85,16.77,0.61,38.88,40,一级
西藏自治区,2018-01,2.97,3.74,0.32,0.68,0.14,78.65,40,一级
西藏自治区,2018-02,2.88,3.49,0.32,0.53,0.13,77.51,40,一级
西藏自治区,2018-03,4.21,4.96,0.42,0.56,0.14,93.35,48,一级
西藏自治区,2018-04,7.33,8.38,0.62,0.54,0.15,105.1,55,二级
西藏自治区,2018-05,9.25,10.23,0.63,0.54,0.15,104.74,55,二级
西藏自治区,2018-06,9.64,10.39,0.72,0.58,0.14,99.03,52,二级
西藏自治区,2018-07,10.63,11.4,0.78,0.69,0.13,91.83,48,一级
西藏自治区,2018-08,13.5,14.34,1.03,0.68,0.14,96.25,50,一级
西藏自治区,2018-09,10.28,11.0,0.89,0.64,0.15,96.4,50,一级
西藏自治区,2018-10,4.75,5.28,0.41,0.59,0.14,90.55,46,一级
西藏自治区,2018-11,2.96,3.57,0.34,0.7,0.13,84.23,43,一级
西藏自治区,2018-12,2.11,2.57,0.23,0.77,0.13,79.97,41,一级
贵州省,2018-01,37.83,58.17,15.88,15.04,0.87,42.73,56,二级
贵州省,2018-02,46.85,69.47,14.68,11.88,0.73,58.56,66,二级
贵州省,2018-03,35.83,56.42,11.65,11.86,0.6,65.16,55,二级
贵州省,2018-04,32.94,54.42,9.25,9.39,0.47,75.23,52,二级
贵州省,2018-05,26.68,42.99,8.7,7.56,0.43,74.43,45,一级
贵州省,2018-06,22.95,37.35,7.85,7.59,0.44,68.04,40,一级
贵州省,2018-07,17.5,28.74,6.06,6.69,0.36,59.29,32,一级
贵州省,2018-08,25.65,40.65,8.26,7.13,0.46,68.32,42,一级
贵州省,2018-09,21.74,34.28,9.77,7.18,0.45,57.88,36,一级
贵州省,2018-10,26.77,41.77,12.96,9.47,0.5,55.57,43,一级
贵州省,2018-11,29.06,45.36,14.03,12.65,0.57,44.35,46,一级
贵州省,2018-12,38.12,54.42,19.31,14.0,0.7,37.29,56,二级
辽宁省,2018-01,36.64,56.73,21.3,27.61,0.93,38.26,55,二级
辽宁省,2018-02,42.48,62.67,20.58,22.63,0.89,51.8,62,二级
辽宁省,2018-03,47.85,70.21,16.86,22.61,0.82,74.72,70,二级
辽宁省,2018-04,32.56,64.58,10.98,16.56,0.6,88.21,58,二级
辽宁省,2018-05,31.24,56.23,10.16,14.94,0.56,93.53,55,二级
辽宁省,2018-06,27.99,44.18,10.71,13.28,0.61,106.7,59,二级
辽宁省,2018-07,22.37,35.59,7.48,10.58,0.5,72.09,39,一级
辽宁省,2018-08,18.93,32.6,7.76,12.82,0.53,71.0,39,一级
辽宁省,2018-09,18.82,32.27,8.61,15.29,0.55,60.63,36,一级
辽宁省,2018-10,26.98,43.99,9.64,20.15,0.62,50.37,45,一级
辽宁省,2018-11,43.28,69.57,16.6,28.25,0.86,35.47,65,二级
辽宁省,2018-12,35.57,57.24,16.54,24.27,0.78,35.25,56,二级
重庆市,2018-01,57.2,78.15,17.07,22.65,0.96,38.61,79,二级
重庆市,2018-02,56.6,75.92,15.0,17.41,0.83,48.54,78,二级
重庆市,2018-03,38.89,57.49,14.58,17.84,0.66,56.42,57,二级
重庆市,2018-04,34.18,53.32,12.42,15.68,0.5,70.61,52,二级
重庆市,2018-05,34.26,51.05,12.19,13.8,0.5,71.03,51,二级
重庆市,2018-06,31.05,45.04,12.11,12.29,0.49,76.13,48,一级
